Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,14722,0,17,25.975825729187292,1.5067849999468308,412.6733350003633,79.0,256.13284106606386,0.0,17,24,32,38,57,80,110,140,340,400,410
,Aggregated,14722,0,17,25.975825729187292,1.5067849999468308,412.6733350003633,79.0,256.13284106606386,0.0,17,24,32,38,57,80,110,140,340,400,410
