Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,7373,0,22,29.139259866411198,2.6653119984985096,216.753108001285,79.0,124.80066351138832,0.0,22,31,37,41,58,78,110,130,170,220,220
,Aggregated,7373,0,22,29.139259866411198,2.6653119984985096,216.753108001285,79.0,124.80066351138832,0.0,22,31,37,41,58,78,110,130,170,220,220
