Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,5948,0,28,38.46979230683173,3.2358859989471966,286.9998759997543,79.0,176.599208372499,0.0,28,38,49,57,83,110,140,170,250,290,290
,Aggregated,5948,0,28,38.46979230683173,3.2358859989471966,286.9998759997543,79.0,176.599208372499,0.0,28,38,49,57,83,110,140,170,250,290,290
