Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,9517,0,17,27.23521299095844,1.9572769997466821,547.9499920002127,79.0,159.5524573127173,0.0,17,25,33,40,66,89,120,130,180,550,550
,Aggregated,9517,0,17,27.23521299095844,1.9572769997466821,547.9499920002127,79.0,159.5524573127173,0.0,17,25,33,40,66,89,120,130,180,550,550
