Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,9454,0,36,50.832820279233694,2.3687049997533904,1052.8419459988072,79.0,162.20170928166448,0.0,36,51,64,74,100,130,170,200,970,1100,1100
,Aggregated,9454,0,36,50.832820279233694,2.3687049997533904,1052.8419459988072,79.0,162.20170928166448,0.0,36,51,64,74,100,130,170,200,970,1100,1100
