Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,6148,0,8,14.77258272366617,1.7317500005447073,145.09524200002488,79.0,105.36710341694067,0.0,8,13,18,22,37,53,69,80,120,150,150
,Aggregated,6148,0,8,14.77258272366617,1.7317500005447073,145.09524200002488,79.0,105.36710341694067,0.0,8,13,18,22,37,53,69,80,120,150,150
