Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,17881,0,21,31.832667885696914,1.3851330004399642,185.8912869993219,79.0,307.4378027814018,0.0,21,34,43,51,73,93,120,130,160,180,190
,Aggregated,17881,0,21,31.832667885696914,1.3851330004399642,185.8912869993219,79.0,307.4378027814018,0.0,21,34,43,51,73,93,120,130,160,180,190
