Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,7595,0,16,24.53415836339198,1.8909540012828074,191.9488690000435,79.0,129.72987600216956,0.0,16,23,31,37,57,80,110,120,160,190,190
,Aggregated,7595,0,16,24.53415836339198,1.8909540012828074,191.9488690000435,79.0,129.72987600216956,0.0,16,23,31,37,57,80,110,120,160,190,190
