Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,11932,0,12,18.799602202900626,1.2684220000664936,176.99277000065194,79.0,205.33128078783375,0.0,12,18,24,29,44,59,80,94,140,170,180
,Aggregated,11932,0,12,18.799602202900626,1.2684220000664936,176.99277000065194,79.0,205.33128078783375,0.0,12,18,24,29,44,59,80,94,140,170,180
