Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,4632,0,51,75.8996480371161,2.969682000184548,989.9712989990803,79.0,137.44521122760332,0.0,51,73,91,100,160,230,280,340,950,990,990
,Aggregated,4632,0,51,75.8996480371161,2.969682000184548,989.9712989990803,79.0,137.44521122760332,0.0,51,73,91,100,160,230,280,340,950,990,990
