Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,6543,0,5,7.634720330729708,1.7707599999994272,235.4177270008222,79.0,111.19870982689147,0.0,5,7,9,10,14,19,26,37,210,240,240
,Aggregated,6543,0,5,7.634720330729708,1.7707599999994272,235.4177270008222,79.0,111.19870982689147,0.0,5,7,9,10,14,19,26,37,210,240,240
