Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /cotizacion,12419,0,11,15.494022300654017,2.229533001809614,263.3266789998743,79.0,210.1681963171106,0.0,11,16,19,21,30,41,58,72,210,260,260
,Aggregated,12419,0,11,15.494022300654017,2.229533001809614,263.3266789998743,79.0,210.1681963171106,0.0,11,16,19,21,30,41,58,72,210,260,260
